ID#,Date,Head,RCPT,Narration,Receipt,Payment
340,08-06-2022,Bank Interest/ Other Interest Received (C),104,Bankil ninn palisha varav,490,0
341,08-06-2022,Travelling Expense,221,PETROL,0,700
342,08-06-2022,Travelling Expense,222,PETROL,0,300
343,08-06-2022,Travelling Expense,223,"For Vishudha kurbana, kumbasaram to Fr. Vargeese - TA",0,1000
344,08-06-2022,SOUTH INDIAN BANK PALA,224,Palisha bankil nikshepichath,0,490
345,10-06-2022,Travelling Expense,233,PETROL,0,300
346,12-06-2022,Offerings for Daily Expense(C),107,Nithya chilav,3289,0
347,13-06-2022,Miscellaneous Income(C),105,Thayyil Reshma marriage puram panthal,1000,0
348,13-06-2022,Charges from Church Articles,106,Video charge,1000,0
349,13-06-2022,Donation/Offering for Special Purposes(C),108,Erambadathil shibu - Fan vangunnathinu thannath,8000,0
350,13-06-2022,Donation/Offering for Special Purposes(C),109,Vadhyanathil Aleyamma - Fan vangunnathinu thannath,4500,0
351,13-06-2022,Sunday School Expense,227,Vishvasolsavam - sweets,0,600
352,13-06-2022,Repair & Maintenance,228,"Vandinulla marunn, glowser enniva vangunnathinu",0,130
353,13-06-2022,STATIONARY,229,"Milk, Sugar, tea powder",0,300
354,15-06-2022,Sunday School Expense,237,"Sunday school hajar book, padana sahayi, calendar etc",0,1065
355,16-06-2022,Repair & Maintenance,230,Pumb repairing sadhanangal vangiya chilav,0,320
356,16-06-2022,SOUTH INDIAN BANK PALA,231,Plumbing sadhanangal vangiyathinu cheque koduthath,3395,0
357,16-06-2022,Repair & Maintenance,231,Plumbing sadhanangal vangiyathinu cheque koduthath,0,3395
358,16-06-2022,SOUTH INDIAN BANK PALA,232,Bank charges,5,0
359,16-06-2022,Bank Charges,232,Bank charges,0,5
360,16-06-2022,Repair & Maintenance,234,"Medical camp, pothupani ennivakk lunch(27) vangiyath",0,1350
361,16-06-2022,Repair & Maintenance,235,"Food preparation - chicken, stationary etc",0,2311
362,16-06-2022,Legal & Audit Fees,236,12 AB registration fees,0,4720
363,16-06-2022,Travelling Expense,238,PETROL,0,700
364,16-06-2022,STATIONARY,239,STATIONARY,0,496
365,16-06-2022,Repair & Maintenance,240,For buying 2 fans,0,6800
366,16-06-2022,Repair & Maintenance,241,For buy fans and fitting,0,4190
367,18-06-2022,STATIONARY,242,Bakery items,0,155
368,19-06-2022,Offerings for Daily Expense(C),110,Nithya chilav,3896,0
369,19-06-2022,Sunday School Expense,243,Sundy schoolilekk sadhanangal,0,1346
370,19-06-2022,STATIONARY,244,"Bucket, cup",0,518
371,19-06-2022,Travelling Expense,245,PETROL,0,200
372,19-06-2022,Travelling Expense,246,T A to Fr. Sinto for holy mass,0,1000
373,19-06-2022,Sunday School Expense,247,"Sunday school PTA - milk, biscuit",0,456
374,19-06-2022,STATIONARY,249,Biscuit,0,100
375,20-06-2022,Repair & Maintenance,248,Pathiriyil saali panikkooli,0,1500
376,22-06-2022,STATIONARY,250,STATIONARY,0,630
377,23-06-2022,Telephone & Postage,251,PHONE RECHARGE,0,310
378,23-06-2022,STATIONARY,252,"DTP, Photostat",0,544
379,24-06-2022,Loans & Advances-Received,111,Loans from vicar,10000,0
380,24-06-2022,Rev. Fr. Vicar,253,Allowance to Fr,0,6000
381,24-06-2022,Repair & Maintenance,254,Gas kutti,0,1060
382,24-06-2022,STATIONARY,255,STATIONARY,0,845
383,24-06-2022,Sunday School Expense,256,Sunday school lekk ponnada,0,100
384,24-06-2022,Travelling Expense,257,PETROL,0,500
385,24-06-2022,Sunday School Expense,258,Birthday card to sunday school,0,1100
386,24-06-2022,STATIONARY,259,Deepika news paper (January to June),0,1450
387,25-06-2022,STATIONARY,260,Manorama news paper (January to June),0,1450
388,25-06-2022,Electricity Charges,261,Electricity charges church,0,5041
389,25-06-2022,Electricity Charges,262,kavumkandam kurishupalli - electricity charges,0,105
390,25-06-2022,Electricity Charges,263,ELECTRICITY - unnimishiha kurishupalli,0,354
391,26-06-2022,Offerings for Daily Expense(C),112,Nithya chilav,2985,0
392,26-06-2022,Repair & Maintenance,264,Kavumkandam kurishupalli repairing,0,1000
393,26-06-2022,Telephone & Postage,265,PHONE RECHARGE,0,210
394,26-06-2022,Repair & Maintenance,266,Battery screw,0,40
395,27-06-2022,CHARITY,267,"Full A+ sslc, plus two gifts",0,2100
396,28-06-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",113,Nercha - Church,4471,0
397,28-06-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",114,Nercha - Church,6282,0
398,28-06-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",115,Nercha - Church,366,0
399,28-06-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",116,Nercha - Kavumkandam Kurishupalli,5106,0
400,28-06-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",117,Unnimishiha kurishupalli,1004,0
401,28-06-2022,Donation/Offering for Special Purposes(C),118,Paaliyam vangunnathinu thalananikkal thankachan sambhavana thannath,6400,0
402,30-06-2022,Donation/Offering for Special Purposes(C),119,"Sunday school lekk gifts, mission league pathaka enniva vangan thankachan thannath",3600,0
403,30-06-2022,Loans & Advances-Received,120,Loans from vicar,10000,0
404,30-06-2022,FD Sunday School,121,Sunday school scholarship,5190,0
405,30-06-2022,Candle Offerings(C),122,Thirippanam,253,0
406,30-06-2022,Advance from Agriculture Account,123,Krushi kanakk varav,6000,0
407,30-06-2022,Loans & Advances-Received,124,Loans from vicar,5000,0
408,30-06-2022,Church Articles & Vestments,268,Paaliyam vangunnathinu chilav,0,6400
409,30-06-2022,Sunday School Expense,269,"Sumday school lekk gifts, mission league pathaka enniva vangiyathinu chilav",0,3691
410,30-06-2022,Sunday School Expense,270,Pathakakk charad vangiyathinu chilav,0,40
411,30-06-2022,Sunday School Expense,271,Waste box to sunday school,0,430
412,30-06-2022,Sunday School Expense,272,Alter boys pusthakam(4),0,200
413,30-06-2022,Repair & Maintenance,273,Steel tap,0,793
414,30-06-2022,Sunday School Expense,274,Mission league seal,0,600
415,30-06-2022,Travelling Expense,275,PETROL,0,700
416,30-06-2022,Sunday School Expense,276,Sunday school stationary,0,1497
417,30-06-2022,Sunday School Expense,277,"auto fare, photostat",0,194
418,30-06-2022,Sunday School Expense,278,"Sunday school lunch, ice cream",0,1260
419,30-06-2022,FD Sunday School,279,Sunday school scholarship - New FD (Vicar and Head master),0,5190
420,30-06-2022,Rev. Fr. Vicar,280,Allowance to Fr,0,6000
421,30-06-2022,Accountant,281,Accountant allowance,0,2500
422,30-06-2022,Sacristian,282,Kapyar allowances,0,6000
423,30-06-2022,Sweeper,283,Sweeper allowance,0,4500
424,01-07-2022,Sunday School Expense,284,Japamala - 3 ennam,0,230
425,01-07-2022,Sunday School Expense,285,Sunday School food,0,350
426,02-07-2022,Donation/Offering for Special Purposes(C),125,Alter boys&girls dress varav,2600,0
427,02-07-2022,Donation/Offering for Special Purposes(C),126,Alter boys&girls dress varav,10000,0
428,02-07-2022,Donation/Offering for Special Purposes(C),127,Alter boys&girls dress varav,10000,0
429,02-07-2022,Donation/Offering for Special Purposes(C),128,"Fr. Felix chirappurathel, uniform for alter boys and girls",10000,0
430,02-07-2022,Donation/Offering for Special Purposes(C),129,Vadhyanathil aleyamma thomas - alter uniform,5000,0
431,02-07-2022,Sunday School Expense,286,CML board,0,1700
432,02-07-2022,STATIONARY,287,Stationary,0,100
433,02-07-2022,Sunday School Expense,288,Sunday School banner,0,600
434,02-07-2022,Church Articles & Vestments,289,Alter boys - Shirt,0,7000
435,02-07-2022,Church Articles & Vestments,290,Alter boys - Shirt 2 nd time,0,5716
436,02-07-2022,Church Articles & Vestments,291,Alter girls dress 1st time,0,4749
437,02-07-2022,Charges from Church Articles,292,Alter girls dress - 2nd time,0,2910
438,02-07-2022,Church Articles & Vestments,293,Alter girls Shaal,0,4580
439,02-07-2022,Church Articles & Vestments,294,Alter boys shirt - sewing charge,0,7200
440,02-07-2022,Church Articles & Vestments,295,Alter girls shirt - sewing charge,0,8000
441,02-07-2022,Travelling Expense,296,Petrol,0,500
442,03-07-2022,Offerings for Daily Expense(C),130,Nithya chilav,3027,0
443,03-07-2022,Church Feast - Expenses,297,T A - Fr. Jisto Thayil,0,1500
444,03-07-2022,Sunday School Expense,298,Pathiriyil saali- sunday school anniversary,0,400
445,03-07-2022,Sunday School Expense,299,Mike vadaka - sunday school anniversary,0,2000
446,03-07-2022,Travelling Expense,300,AKCC Aruvithura - petrol 3 vehicles,0,1500
447,03-07-2022,Sunday School Expense,301,Biscut - Sunday School,0,280
448,03-07-2022,Sunday School Expense,302,Chicken - Sunday School anniversary,0,650
449,03-07-2022,Sunday School Expense,303,Food - sunday school anniversary,0,1650
450,03-07-2022,Sunday School Expense,304,Alter childs meeting food,0,760
451,03-07-2022,Sunday School Expense,305,Stationary - sunday school anniversary,0,1163
452,03-07-2022,Sunday School Expense,306,Biscut 2 packet,0,170
453,04-07-2022,Loans & Advances-Received,131,Loans from vicar,10000,0
454,04-07-2022,Sunday School Expense,307,SWEETS,0,160
455,07-07-2022,Sunday School Expense,308,"Paper plate, glass",0,490
456,07-07-2022,Sunday School Expense,309,Waste box to sunday school,0,450
457,07-07-2022,Sunday School Expense,310,"Photostat, DTP",0,740
458,07-07-2022,Sunday School Expense,311,Register book,0,210
459,07-07-2022,Sunday School Expense,312,Dress vadaka,0,500
460,07-07-2022,Travelling Expense,313,Petrol,0,500
461,09-07-2022,Church Articles & Vestments,314,Nilavilak,0,4000
462,09-07-2022,Sunday School Expense,315,Sunday school photo frame,0,150
463,10-07-2022,Offerings for Daily Expense(C),132,Nithya chilav,3336,0
464,10-07-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",133,kozhi leelam,400,0
465,10-07-2022,Parish Hall Charges Collected(C),134,Veluppulatt suresh,5000,0
466,10-07-2022,Miscellaneous Expenses,316,"Kammati kk paal, vada",0,480
467,10-07-2022,Sunday School Expense,317,"Paal, vada",0,360
468,13-07-2022,Parish Hall Charges Collected(C),135,Thekkencheril Johny parish hall charge (half),5000,0
469,13-07-2022,Parish Hall Charges Collected(C),136,Parish hall charges - Thayil Pappachan,5000,0
470,13-07-2022,bank s/b withdrawal,137,Bankil ninn nikshepam thirike varav,100,0
471,13-07-2022,bank s/b withdrawal,138,Bankil ninn varav,18,0
472,13-07-2022,Donation/Offering for Special Purposes(C),139,Jimmy thayil (vayojanathinu) sambhavana thannath,10000,0
473,13-07-2022,Sabha Dinam,318,Sabha dhina piriv aramanayil koduthath,0,2500
474,13-07-2022,K.C.Y.M.,319,Yuvajana piriv koduthath,0,2000
475,13-07-2022,Bank Charges,320,Cheque returns bankil koduthath,0,100
476,13-07-2022,bank s/b withdrawal,321,Bank charges,0,18
477,13-07-2022,STATIONARY,322,Suriyani Pusthakam 5,0,50
478,13-07-2022,Repair & Maintenance,323,Chool 4 ennam,0,240
479,14-07-2022,SOUTH INDIAN BANK PALA,324,Aramanayil ninn veedupanikk Vettukattil rosammakk electric sadhanangal vangiyathinu cheque koduthath,40000,0
480,14-07-2022,Donation from Diocese for Charity Works,324,Aramanayil ninn veedupanikk Vettukattil rosammakk electric sadhanangal vangiyathinu cheque koduthath,0,40000
481,14-07-2022,Travelling Expense,325,T A for Holly mass,0,500
482,14-07-2022,STATIONARY,326,Waste bucket 2 ennam,0,630
483,15-07-2022,Church Articles & Vestments,327,St. Thomas rupam,0,5450
484,17-07-2022,Loans & Advances-Received,140,Loans from vicar,10000,0
485,17-07-2022,Offerings for Daily Expense(C),141,Nithya chilav,2750,0
486,17-07-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",142,Paal lelam,60,0
487,17-07-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",143,Kozhi leelam varav,170,0
488,17-07-2022,Travelling Expense,328,T A for Holly mass (vicar dhyanathinu poya 4 days),0,2500
489,17-07-2022,Travelling Expense,329,Petrol,0,800
490,18-07-2022,Travelling Expense,330,PETROL,0,300
491,20-07-2022,Electricity Charges,331,Electricty charges of church,0,3000
492,20-07-2022,Electricity Charges,332,kavumkandam kurishupalli - electricity charges,0,370
493,20-07-2022,Travelling Expense,335,Current charge adakkan kollappallikk poyathinu auto kooli,0,150
494,21-07-2022,Donation/Offering for Special Purposes(C),144,Kizhakkekkunnel ousepachan nilavilakkinum thomaslehayude roopam vangunnathinum koodi sambhavana cheythath,1000,0
495,21-07-2022,Donation/Offering for Special Purposes(C),145,Kizhakkekkunnel ousepachan nilavilakkinum thomaslehayude roopam vangunnathinum koodi sambhavana cheythath,10000,0
496,21-07-2022,Sunday School Expense,333,Sunday school 2 pusthakam,0,100
497,21-07-2022,Rev. Fr. Vicar,334,Vicar allowances,0,6000
498,21-07-2022,Sunday School Expense,336,Sunday school 2 pusthakam,0,550
499,21-07-2022,STATIONARY,337,Vayojana dhinam - ponnada,0,290
500,21-07-2022,STATIONARY,338,Photostat,0,130
501,21-07-2022,Church Feast - Expenses,351,Samgamathinu (dcms) sammanam vangiyathinu chilav,0,2448
502,22-07-2022,Loans & Advances-Received,146,Kadam from vicar,10000,0
503,22-07-2022,STATIONARY,339,Gifts,0,200
504,22-07-2022,Travelling Expense,340,Petrol,0,700
505,22-07-2022,Sunday School Expense,341,"Sunday school pusthakam, stand",0,135
506,22-07-2022,Sunday School Expense,342,"Photostat, gifts",0,425
507,22-07-2022,"Wine,Candle, Host, ,Incense Etc.",343,Osthi vangiyath,0,285
508,22-07-2022,STATIONARY,344,St Alphonsa novena pusthakam,0,885
509,22-07-2022,STATIONARY,345,Freshener to the bathroom,0,30
510,22-07-2022,Church Feast - Expenses,352,Memanto vangiyathinu,0,550
511,22-07-2022,Offerings for Special Purpose(D),354,Pena vangiyathinu,0,100
512,23-07-2022,CHARITY,346,"Vayojana memanto, Memeanto for Full A+ winners",0,2400
513,23-07-2022,Sunday School Expense,365,"Food, milk",0,175
514,24-07-2022,Donation/Offering for Special Purposes(C),147,DCMS kudumbasamgamam - from families,8375,0
515,24-07-2022,Offerings for Daily Expense(C),148,Nithya chilav,2547,0
516,24-07-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",149,Paal lelam,30,0
517,24-07-2022,Telephone & Postage,347,PHONE RECHARGE,0,210
518,24-07-2022,Repair & Maintenance,350,"Sugar, coffee powder",0,425
519,24-07-2022,Church Feast - Expenses,353,Flex adichathinu,0,500
520,24-07-2022,Church Feast - Expenses,355,"Pickle, sweets etc",0,280
521,24-07-2022,Church Feast - Expenses,356,Palacharakk sadhanangal vangiyathinu,0,1200
522,24-07-2022,Church Feast - Expenses,357,Ari (22kg) vangiyath,0,420
523,24-07-2022,Church Feast - Expenses,358,Chicken vangiyath,0,2240
524,24-07-2022,Church Feast - Expenses,359,Sound system,0,1500
525,24-07-2022,Church Feast - Expenses,360,"Pulincheri, sambar",0,1300
526,24-07-2022,Church Feast - Expenses,361,T A - class edukkan vanna Jose sir,0,1000
527,24-07-2022,Church Feast - Expenses,362,Thenga vangiyathinu chilav,0,80
528,25-07-2022,Repair & Maintenance,348,Mondalam fan fit cheyyan sadhanangal vangiyathinu,0,410
529,25-07-2022,Repair & Maintenance,349,Paid to shibu for Fan fitting,0,3000
530,26-07-2022,Church Feast - Expenses,363,Curtain vadaka - mariasadhan,0,500
531,27-07-2022,Sunday School Expense,364,Gifts,0,230
532,28-07-2022,Sunday School Expense,366,For buying sweets,0,100
533,29-07-2022,bank s/b withdrawal,151,Bankil ninn nikshepam thirike varav,10000,0
534,29-07-2022,bank s/b withdrawal,152,Bankil ninn nikshepam thirike varav,7500,0
535,29-07-2022,Sunday School Expense,367,CTP course nu 3 perk fees (3250×3),0,9750
536,29-07-2022,Sunday School Expense,368,CTP course nu 2 perk fees,0,6500
537,29-07-2022,Repair & Maintenance,369,Tube set 2 ennam,0,440
538,29-07-2022,STATIONARY,370,For buying Football & badminton grip,0,780
539,29-07-2022,Sunday School Expense,371,Sunday school lekk paper brown papper vangichath,0,270
540,29-07-2022,Sunday School Expense,372,Thirubala sakyam pusthakam,0,40
541,29-07-2022,Travelling Expense,373,PETROL,0,700
542,30-07-2022,Sunday School Expense,378,Board for Sunday school office,0,1500
543,31-07-2022,Donation/Offering for Special Purposes(C),153,Padinjarayil bincy jojo salary (for Sunday school anniversary ),7000,0
544,31-07-2022,Offerings for Daily Expense(C),154,Nithya chilav,3083,0
545,31-07-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",155,Paal lelam,50,0
546,31-07-2022,Loans & Advances-Received,156,Loans from vicar,5000,0
547,31-07-2022,Sunday School Expense,374,Food on sunday school inspection day,0,1050
548,31-07-2022,Sunday School Expense,375,T A for muthanatt benny for Sunday school inspection,0,1000
549,31-07-2022,Sunday School Expense,376,"Pal, vada to Sunday school",0,200
550,31-07-2022,STATIONARY,377,"Dhaha shamani, battery, paal",0,100
551,31-07-2022,Rev. Fr. Vicar,379,Vicar allowances,0,6000
552,31-07-2022,Accountant,380,For accountant,0,3000
553,31-07-2022,Sacristian,381,For sacristian,0,7000
554,31-07-2022,Sweeper,382,For Sweeper,0,4500
555,31-07-2022,Advance to Agriculture Account,383,Krushi kanakk lekk koduthath,0,3000
556,04-08-2022,CHARITY,384,Kizkkenath bindhu thankappan chikilsa sahayam,0,500
557,04-08-2022,Telephone & Postage,385,PHONE RECHARGE,0,320
558,05-08-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",157,Palliyile nercha varav,6949,0
559,05-08-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",158,kavumkandam kurishupalli,5598,0
560,05-08-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",159,Unnimishiha kurishupalli,928,0
561,05-08-2022,Repair & Maintenance,389,Pusthakam pothiyan vanna kuttikalkk food,0,120
562,05-08-2022,STATIONARY,390,Tape vangiyathinu chilav,0,80
563,05-08-2022,STATIONARY,391,Mittai vangiyathinu chilav,0,160
564,07-08-2022,SOUTH INDIAN BANK PALA,160,Krushikanakkil ninn varav,0,12789
565,07-08-2022,Advance from Agriculture Account,160,Krushikanakkil ninn varav,12789,0
566,07-08-2022,SOUTH INDIAN BANK PALA,161,Krushi kanakk varav 2nd,0,24128
567,07-08-2022,Advance from Agriculture Account,161,Krushi kanakk varav 2nd,24128,0
568,07-08-2022,Offerings for Daily Expense(C),162,Nithya chilav,2485,0
569,08-08-2022,STATIONARY,393,Photo copy,0,185
570,08-08-2022,STATIONARY,394,For buying chocolates,0,130
571,08-08-2022,STATIONARY,395,For buying rubber band,0,40
572,08-08-2022,STATIONARY,396,STATIONARY,0,382
573,08-08-2022,Sunday School Expense,397,Jeevadharshan - Joyal Amikkattu,0,500
574,10-08-2022,Miscellaneous Income(C),163,Aramana pathram,30,0
575,10-08-2022,Repair & Maintenance,398,Generator diesel,0,2000
576,11-08-2022,Repair & Maintenance,399,For buying tube sets,0,240
577,11-08-2022,Repair & Maintenance,400,Bulb 6 ennam,0,2040
578,11-08-2022,Repair & Maintenance,401,Maintains fees (changing bulb),0,2000
579,11-08-2022,Repair & Maintenance,402,auto fare (for bringing ladder),0,440
580,13-08-2022,Donation/Offering for Special Purposes(C),164,Pathaka thoppi - Joy Kozhikottu,2000,0
581,13-08-2022,Donation/Offering for Special Purposes(C),165,Pathaka thoppi - Raju Arakkakkandathil,2000,0
582,13-08-2022,Donation/Offering for Special Purposes(C),166,Pathaka thoppi - Tobin Thachukunnel,2000,0
583,13-08-2022,Donation/Offering for Special Purposes(C),167,CTP course fees - Denny Mundiyavil,1000,0
584,13-08-2022,Donation/Offering for Special Purposes(C),168,CTP course fees - Jojo Padinjarayil,1000,0
585,13-08-2022,Donation/Offering for Special Purposes(C),169,CTP course fees - Annu Vazhayil,1000,0
586,13-08-2022,Sunday School Expense,403,For repairing harmonium,0,5500
587,13-08-2022,Repair & Maintenance,404,For repairing clock,0,280
588,13-08-2022,Repair & Maintenance,405,"Pathaka, thoppi, fancy items vangiyathinu chilav",0,5000
589,14-08-2022,Donation & Gifts-Income(C),170,Thenamakkal Ashin Cherian,1000,0
590,14-08-2022,Donation from Diocese for Charity Works,171,Aramanayil ninn chikilsa sahayam,8500,0
591,14-08-2022,Offerings for Daily Expense(C),172,Nithya chilav,3261,0
592,14-08-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",173,Paal lelam,60,0
593,14-08-2022,Repair & Maintenance,406,For buying rope for flag-staff(kodimaram),0,200
594,14-08-2022,Repair & Maintenance,407,SMYM forane meeting nu kappi,0,400
595,14-08-2022,Travelling Expense,408,PETROL,0,700
596,15-08-2022,STATIONARY,409,For buying sweets on the independence day,0,240
597,16-08-2022,Donation from the Diocese Disbursed,410,Aramanayil ninn chikilsa sahayam - kizhakkeppurath bharathi,0,1000
598,16-08-2022,Donation from the Diocese Disbursed,411,Pulickal paulose,0,1500
599,16-08-2022,Donation from the Diocese Disbursed,412,Pulickal Sunny,0,2000
600,16-08-2022,Donation from the Diocese Disbursed,413,Mathalipparayil sisily,0,1000
601,16-08-2022,Donation from the Diocese Disbursed,414,Joy Kummeniyil,0,1000
602,16-08-2022,Donation from the Diocese Disbursed,415,Kochuveetil saali thomas,0,2000
603,17-08-2022,Repair & Maintenance,416,Pathakayude thuni vangiya chilav,0,623
604,17-08-2022,STATIONARY,417,Photo copy,0,30
605,17-08-2022,Travelling Expense,418,PETROL,0,500
606,17-08-2022,Mass Media,419,Kalpana prakaram piriv aramanayil koduthath - Sambarkka madyamam,0,1500
607,17-08-2022,Jesus Fraternity,420,Thadavara piriv,0,1500
608,17-08-2022,Justice Sunday,421,Justice Sunday,0,2000
609,17-08-2022,Repair & Maintenance,422,Angle hook vangiyathinu chilav,0,315
610,18-08-2022,Repair & Maintenance,424,Flush tank vaalv,0,102
611,19-08-2022,Travelling Expense,423,PETROL,0,300
612,20-08-2022,Repair & Maintenance,425,Kayar ½kg,0,125
613,21-08-2022,Offerings for Daily Expense(C),174,Nithya chilav,3240,0
614,24-08-2022,STATIONARY,426,For buying stationary items,0,225
615,24-08-2022,Rev. Fr. Vicar,427,Vicar allowances,0,6000
616,24-08-2022,STATIONARY,428,Photostat,0,60
617,24-08-2022,Sunday School Expense,429,For buying 'Jeevanum punarudhanavum' book to sunday school,0,150
618,24-08-2022,"Wine,Candle, Host, ,Incense Etc.",430,"Thiri, osthi",0,1045
619,24-08-2022,STATIONARY,431,Office bag,0,320
620,24-08-2022,STATIONARY,432,For buying raseeth book (5),0,1250
621,25-08-2022,Sale of Old Things,175,Acry sadhanangal vittuvarav,815,0
622,25-08-2022,Tomb-Fees-Collected(C),176,Thaalananikkal Achammayude mruthasamskarathinu kuzhikkanam varav,500,0
623,25-08-2022,Tomb-Fees-Collected(C),177,Esthi varv - mruthasamskaram,100,0
624,25-08-2022,Sale of Old Things,178,Sand for mruthasamskaram,1000,0
625,25-08-2022,Telephone & Postage,433,PHONE RECHARGE,0,210
626,25-08-2022,Repair & Maintenance,434,To shibu for Electric work,0,200
627,25-08-2022,Travelling Expense,435,PETROL,0,700
628,26-08-2022,Repair & Maintenance,436,Regulator for fan,0,40
629,26-08-2022,Electricity Charges,437,Current charge,0,3490
630,26-08-2022,Electricity Charges,438,kavumkandam kurishupalli - electricity charges,0,266
631,26-08-2022,Electricity Charges,439,ELECTRICITY - unnimishiha kurishupalli,0,234
632,27-08-2022,Sale of Old Things,179,For selling Sunday school kaimani,520,0
633,27-08-2022,Telephone & Postage,440,PHONE RECHARGE,0,490
634,27-08-2022,Sunday School Expense,441,For buying Electric bell,0,1047
635,28-08-2022,Offerings for Daily Expense(C),188,Nithya chilav,3214,0
636,29-08-2022,STATIONARY,442,STATIONARY,0,260
637,29-08-2022,Sunday School Expense,443,Gift to sunday school,0,150
638,31-08-2022,bank s/b withdrawal,180,Bankil ninn nikshepam thirike varav,10000,0
639,31-08-2022,Candle Offerings(C),181,Thirippanam - July,221,0
640,31-08-2022,Candle Offerings(C),182,Thirippanam - August,380,0
641,31-08-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",183,Palliyile nercha varav,10000,0
642,31-08-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",184,Palliyile nercha varav,10000,0
643,31-08-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",185,Palliyile nercha varav,4000,0
644,31-08-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",186,Nercha - Kavumkandam Kurishupalli,3432,0
645,31-08-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",187,Nercha - Unnimishiha kurishupalli,678,0
646,31-08-2022,Loans & Advances-Received,189,Loans from vicar,2000,0
647,31-08-2022,Sunday School Expense,444,For fitting electric bell in sunday school,0,500
648,31-08-2022,Sunday School Expense,445,For buying milk and small foods to sunday school,0,1207
649,31-08-2022,Repair & Maintenance,446,SMYM milk and cherukadi,0,460
650,31-08-2022,Rev. Fr. Vicar,447,Allowance to Fr,0,6000
651,31-08-2022,Accountant,448,Accountant allowance,0,3000
652,31-08-2022,Sacristian,449,Sacristian allowance,0,7000
653,31-08-2022,Sweeper,450,Sweeper allowance,0,4500
654,31-08-2022,Advance to Agriculture Account,451,To agricultural account,0,15000
655,01-09-2022,Repair & Maintenance,452,Electric item vangiyath,0,387
656,02-09-2022,Repair & Maintenance,453,For buying gas Stowe,0,2700
657,02-09-2022,STATIONARY,454,Glass 2 packet,0,140
658,02-09-2022,Repair & Maintenance,455,For buying gas cylinder,0,1200
659,04-09-2022,Offerings for Daily Expense(C),190,Nithya chilav,3202,0
660,04-09-2022,Travelling Expense,458,T A to fr. Augustine for holy mass and holy confession,0,1500
661,05-09-2022,Donation/Offering for Special Purposes(C),191,Donation from kizhakkekkunnel sijo,4000,0
662,05-09-2022,Marriage Offerings (Passaram)(C),192,Prince pathiriyil,2000,0
663,05-09-2022,Parish Hall Charges Collected(C),193,"Prince pathiriyil, Parish hall charge for marriage",10000,0
664,05-09-2022,Miscellaneous Income(C),194,Parish hall puram panthal - prince pathiriyil,1000,0
665,05-09-2022,Charges from Church Articles,195,Video - Prince pathiriyil (marriage ),1000,0
666,05-09-2022,Donation/Offering for Special Purposes(C),196,For buying gifts to sunday school as donation,3000,0
667,05-09-2022,Loans & Advances-Received,197,From valyath Georgekutty as loan,15000,0
668,05-09-2022,Sunday School Expense,456,"Dram, belt to Sunday school",0,3900
669,05-09-2022,"Wine,Candle, Host, ,Incense Etc.",457,Osthi,0,930
670,05-09-2022,Sunday School Expense,459,Dram vangan kottayathinum instrument edukkan kanjirathanathinum poyathinu petrol,0,1000
671,05-09-2022,Sunday School Expense,460,TA to baby sir for 2 classes,0,2300
672,07-09-2022,Sunday School Expense,461,Venthingam to sunday school,0,70
673,09-09-2022,Donation/Offering for Special Purposes(C),198,Alter boys uniform from vanchikkachalil josekutty,700,0
674,09-09-2022,Sunday School Expense,462,Printing charges,0,150
675,09-09-2022,Sunday School Expense,463,Sunday school chart paper,0,21
676,09-09-2022,Sunday School Expense,464,Stationary,0,15
677,09-09-2022,Sunday School Expense,465,Photostat,0,160
678,09-09-2022,Repair & Maintenance,466,Thazh vangiyath,0,110
679,09-09-2022,Travelling Expense,467,PETROL,0,500
680,09-09-2022,Sunday School Expense,469,Kalolsava aavasyathinayi petrol,0,500
681,10-09-2022,Sunday School Expense,468,Sunday dchool kalosavathinu food and fevicol vangiyathinu,0,1164
682,11-09-2022,Offerings for Daily Expense(C),199,Nithya chilav,3403,0
683,11-09-2022,"Offerings, Auction, Bhandaram etc-(Nercha)(C)",200,Leelam pachakkappa,230,0
684,12-09-2022,Sunday School Expense,470,Sunday school kalolsavathinu makeup sadhanangal vadakaykk eduthathinu koduthath,0,1470
685,12-09-2022,STATIONARY,471,"Carbon papper, pen",0,85
